global_step,selected_action_index
67243,0
67244,0
67245,0
67246,0
67247,0
67248,0
67249,0
67250,0
67251,0
67252,0
67253,0
67254,0
67255,0
67256,0
67257,0
67258,0
67259,0
67260,0
67261,0
67262,0
67263,0
67264,0
67265,0
67266,0
67267,0
67268,0
67269,0
67270,0
67271,0
67272,0
67273,0
67274,0
67275,0
67276,0
67277,0
67278,0
67279,0
67280,0
67281,0
67282,0
67283,0
67284,0
67285,0
67286,0
67287,0
67288,0
67289,0
67290,0
67291,0
67292,0
67293,0
67294,0
67295,0
67296,0
67297,0
67298,0
67299,0
67300,0
67301,0
67302,0
67303,0
67304,0
67305,0
67306,0
67307,0
67308,0
67309,0
67310,0
67311,0
67312,0
67313,0
67314,0
67315,0
67316,0
67317,0
67318,0
67319,0
67320,0
67321,0
67322,0
67323,0
67324,0
67325,0
67326,0
67327,0
67328,0
67329,0
67330,0
67331,0
67332,0
67333,0
67334,0
67335,0
67336,0
67337,0
67338,0
67339,0
67340,0
67341,0
67342,0
67343,0
67344,0
67345,0
67346,0
67347,0
67348,0
67349,0
67350,0
67351,0
67352,0
67353,0
67354,0
67355,0
67356,0
67357,0
67358,0
67359,0
67360,0
67361,0
67362,0
67363,0
67364,0
67365,0
67366,0
67367,0
67368,0
67369,0
67370,0
67371,0
67372,0
67373,0
67374,0
67375,0
67376,0
67377,0
67378,0
67379,0
67380,0
67381,0
67382,0
67383,0
67384,0
67385,0
67386,0
67387,0
67388,0
67389,0
67390,0
67391,0
67392,0
67393,0
67394,0
67395,0
67396,0
67397,0
67398,0
67399,0
67400,0
67401,0
67402,0
67403,0
67404,0
67405,0
67406,0
67407,0
67408,0
67409,0
67410,0
67411,0
67412,0
67413,0
67414,0
67415,0
67416,0
67417,0
67418,0
67419,0
67420,0
67421,0
67422,0
67423,0
67424,0
67425,0
67426,0
67427,0
67428,0
67429,0
67430,0
67431,0
67432,0
67433,0
67434,0
67435,0
67436,0
67437,0
67438,0
67439,0
67440,0
67441,0
67442,0
67443,0
67444,0
67445,0
67446,0
67447,0
67448,0
67449,0
67450,0
67451,0
67452,0
67453,0
67454,0
67455,0
67456,0
67457,0
67458,0
67459,0
67460,0
67461,0
67462,0
67463,0
67464,0
67465,0
67466,0
67467,0
67468,0
67469,0
67470,0
67471,0
67472,0
67473,0
67474,0
67475,0
67476,0
67477,0
67478,0
67479,0
67480,0
67481,0
67482,0
67483,0
67484,0
67485,0
67486,0
67487,0
67488,0
67489,0
67490,0
67491,0
67492,0
67493,0
67494,0
67495,0
67496,0
67497,0
67498,0
67499,0
67500,0
67501,0
67502,0
67503,0
67504,0
67505,0
67506,0
67507,0
67508,0
67509,0
67510,0
67511,0
67512,0
67513,0
67514,0
67515,0
67516,0
67517,0
67518,0
67519,0
67520,0
67521,0
67522,0
67523,0
67524,0
67525,0
67526,0
67527,0
67528,0
67529,0
67530,0
67531,0
67532,0
67533,0
67534,0
67535,0
67536,0
67537,0
67538,0
67539,0
67540,0
67541,0
67542,0
67543,0
67544,0
67545,0
67546,0
67547,0
67548,0
67549,0
67550,0
67551,0
67552,0
67553,0
67554,0
67555,0
67556,0
67557,0
67558,0
67559,0
67560,0
67561,0
67562,0
67563,0
67564,0
67565,0
67566,0
67567,0
67568,0
67569,0
67570,0
67571,0
67572,0
67573,0
67574,0
67575,0
67576,0
67577,0
67578,0
67579,0
67580,0
67581,0
67582,0
67583,0
67584,0
67585,0
67586,0
67587,0
67588,0
67589,0
67590,0
67591,0
67592,0
67593,0
67594,0
67595,0
67596,0
67597,0
67598,0
67599,0
67600,0
67601,0
67602,0
67603,0
67604,0
67605,0
67606,0
67607,0
67608,0
67609,0
67610,0
67611,0
67612,0
67613,0
67614,0
67615,0
67616,0
67617,0
67618,0
67619,0
67620,0
67621,0
67622,0
67623,0
67624,0
67625,0
67626,0
67627,0
67628,0
67629,0
67630,0
67631,0
67632,0
67633,0
67634,0
67635,0
67636,0
67637,0
67638,0
67639,0
67640,0
67641,0
67642,0
67643,0
67644,0
67645,0
67646,0
67647,0
67648,0
67649,0
67650,0
67651,0
67652,0
67653,0
67654,0
67655,0
67656,0
67657,0
67658,0
67659,0
67660,0
67661,0
67662,0
67663,0
67664,0
67665,0
67666,0
67667,0
67668,0
67669,0
67670,0
67671,0
67672,0
67673,0
67674,0
67675,0
67676,0
67677,0
67678,0
67679,0
67680,0
67681,0
67682,0
67683,0
67684,0
67685,0
67686,0
67687,0
67688,0
67689,0
67690,0
67691,0
67692,0
67693,0
67694,0
67695,0
67696,0
67697,0
67698,0
67699,0
67700,0
67701,0
67702,0
67703,0
67704,0
67705,0
67706,0
67707,0
67708,0
67709,0
67710,0
67711,0
67712,0
67713,0
67714,0
67715,0
67716,0
67717,0
67718,0
67719,0
67720,0
67721,0
67722,0
67723,0
67724,0
67725,0
67726,0
67727,0
67728,0
67729,0
67730,0
67731,0
67732,0
67733,0
67734,0
67735,0
67736,0
67737,0
67738,0
67739,0
67740,0
67741,0
67742,0
67743,0
67744,0
67745,0
67746,0
67747,0
67748,0
67749,0
67750,0
67751,0
67752,0
67753,0
67754,0
67755,0
67756,0
67757,0
67758,0
67759,0
67760,0
67761,0
67762,0
67763,0
67764,0
67765,0
67766,0
67767,0
67768,0
67769,0
67770,0
67771,0
67772,0
67773,0
67774,0
67775,0
67776,0
67777,0
67778,0
67779,0
67780,0
67781,0
67782,0
67783,0
67784,0
67785,0
67786,0
67787,0
67788,0
67789,0
67790,0
67791,0
67792,0
67793,0
67794,0
67795,0
67796,0
67797,0
67798,0
67799,0
67800,0
67801,0
67802,0
67803,0
67804,0
67805,0
67806,0
67807,0
67808,0
67809,0
67810,0
67811,0
67812,0
67813,0
67814,0
67815,0
67816,0
67817,0
67818,0
67819,0
67820,0
67821,0
67822,0
67823,0
67824,0
67825,0
67826,0
67827,0
67828,0
67829,0
67830,0
67831,0
67832,0
67833,0
67834,0
67835,0
67836,0
67837,0
67838,0
67839,0
67840,0
67841,0
67842,0
67843,0
67844,0
67845,0
67846,0
67847,0
67848,0
67849,0
67850,0
67851,0
67852,0
67853,0
67854,0
67855,0
67856,0
67857,0
67858,0
67859,0
67860,0
67861,0
67862,0
67863,0
67864,0
67865,0
67866,0
67867,0
67868,0
67869,0
67870,0
67871,0
67872,0
67873,0
67874,0
67875,0
67876,0
67877,0
67878,0
67879,0
67880,0
67881,0
67882,0
67883,0
67884,0
67885,0
67886,0
67887,0
67888,0
67889,0
67890,0
67891,0
67892,0
67893,0
67894,0
67895,0
67896,0
67897,0
67898,0
67899,0
67900,0
67901,0
67902,0
67903,0
67904,0
67905,0
67906,0
67907,0
67908,0
67909,0
67910,0
67911,0
67912,0
67913,0
67914,0
67915,0
67916,0
67917,0
67918,0
67919,0
67920,0
67921,0
67922,0
67923,0
67924,0
67925,0
67926,0
67927,0
67928,0
67929,0
67930,0
67931,0
67932,0
67933,0
67934,0
67935,0
67936,0
67937,0
67938,0
67939,0
67940,0
67941,0
67942,0
67943,0
67944,0
67945,0
67946,0
67947,0
67948,0
67949,0
67950,0
67951,0
67952,0
67953,0
67954,0
67955,0
67956,0
67957,0
67958,0
67959,0
67960,0
67961,0
67962,0
67963,0
67964,0
67965,0
67966,0
67967,0
67968,0
67969,0
67970,0
67971,0
67972,0
67973,0
67974,0
67975,0
67976,0
67977,0
67978,0
67979,0
67980,0
67981,0
67982,0
67983,0
67984,0
67985,0
67986,0
67987,0
67988,0
67989,0
67990,0
67991,0
67992,0
67993,0
67994,0
67995,0
67996,0
67997,0
67998,0
67999,0
68000,0
68001,0
68002,0
68003,0
68004,0
68005,0
68006,0
68007,0
68008,0
68009,0
68010,0
68011,0
68012,0
68013,0
68014,0
68015,0
68016,0
68017,0
68018,0
68019,0
68020,0
68021,0
68022,0
68023,0
68024,0
68025,0
68026,0
68027,0
68028,0
68029,0
68030,0
68031,0
68032,0
68033,0
68034,0
68035,0
68036,0
68037,0
68038,0
68039,0
68040,0
68041,0
68042,0
68043,0
68044,0
68045,0
68046,0
68047,0
68048,0
68049,0
68050,0
68051,0
68052,0
68053,0
68054,0
68055,0
68056,0
68057,0
68058,0
68059,0
68060,0
68061,0
68062,0
68063,0
68064,0
68065,0
68066,0
68067,0
68068,0
68069,0
68070,0
68071,0
68072,0
68073,0
68074,0
68075,0
68076,0
68077,0
68078,0
68079,0
68080,0
68081,0
68082,0
68083,0
68084,0
68085,0
68086,0
68087,0
68088,0
68089,0
68090,0
68091,0
68092,0
68093,0
68094,0
68095,0
68096,0
68097,0
68098,0
68099,0
68100,0
68101,0
68102,0
68103,0
68104,0
68105,0
68106,0
68107,0
68108,0
68109,0
68110,0
68111,0
68112,0
68113,0
68114,0
68115,0
68116,0
68117,0
68118,0
68119,0
68120,0
68121,0
68122,0
68123,0
68124,0
68125,0
68126,0
68127,0
68128,0
68129,0
68130,0
68131,0
68132,0
68133,0
68134,0
68135,0
68136,0
68137,0
68138,0
68139,0
68140,0
68141,0
68142,0
68143,0
68144,0
68145,0
68146,0
68147,0
68148,0
68149,0
68150,0
68151,0
68152,0
68153,0
68154,0
68155,0
68156,0
68157,0
68158,0
68159,0
68160,0
68161,0
68162,0
68163,0
68164,0
68165,0
68166,0
68167,0
68168,0
68169,0
68170,0
68171,0
68172,0
68173,0
68174,0
68175,0
68176,0
68177,0
68178,0
68179,0
68180,0
68181,0
68182,0
68183,0
68184,0
68185,0
68186,0
68187,0
68188,0
68189,0
68190,0
68191,0
68192,0
68193,0
68194,0
68195,0
68196,0
68197,0
68198,0
68199,0
68200,0
68201,0
68202,0
68203,0
68204,0
68205,0
68206,0
68207,0
68208,0
68209,0
68210,0
68211,0
68212,0
68213,0
68214,0
68215,0
68216,0
68217,0
68218,0
68219,0
68220,0
68221,0
68222,0
68223,0
68224,0
68225,0
68226,0
68227,0
68228,0
68229,0
68230,0
68231,0
68232,0
68233,0
68234,0
68235,0
68236,0
68237,0
68238,0
68239,0
68240,0
68241,0
68242,0
68243,0
68244,0
68245,0
68246,0
68247,0
68248,0
68249,0
68250,0
68251,0
68252,0
68253,0
68254,0
68255,0
68256,0
68257,2
68258,2
68259,0
68260,2
68261,2
68262,0
68263,0
68264,0
68265,0
68266,0
68267,0
68268,2
68269,2
68270,2
68271,2
68272,2
68273,0
68274,3
68275,2
68276,2
68277,2
68278,2
68279,2
68280,2
68281,2
68282,2
68283,2
68284,2
68285,2
68286,2
68287,0
68288,0
68289,0
68290,0
68291,0
68292,0
68293,0
68294,0
68295,0
68296,0
68297,0
68298,0
68299,0
68300,0
68301,0
68302,0
68303,0
68304,0
68305,0
68306,0
68307,0
68308,0
68309,0
68310,0
68311,0
68312,0
68313,0
68314,0
68315,0
68316,0
68317,0
68318,0
68319,0
68320,0
68321,0
68322,0
68323,0
68324,0
68325,0
68326,0
68327,0
68328,0
68329,0
68330,0
68331,0
68332,0
68333,0
68334,0
68335,0
68336,0
68337,0
68338,0
68339,0
68340,0
68341,3
68342,0
68343,0
68344,0
68345,0
68346,0
68347,0
68348,0
68349,0
68350,0
68351,0
68352,0
68353,0
68354,0
68355,0
68356,0
68357,0
68358,0
68359,0
68360,0
68361,0
68362,0
68363,0
68364,0
68365,0
68366,0
68367,0
68368,0
68369,0
68370,0
68371,0
68372,0
68373,0
68374,0
68375,0
68376,0
68377,0
68378,0
68379,0
68380,0
68381,0
68382,0
68383,0
68384,0
68385,0
68386,0
68387,0
68388,0
68389,0
68390,0
68391,0
68392,0
68393,0
68394,0
68395,0
68396,0
68397,0
68398,0
68399,0
68400,0
68401,0
68402,0
68403,0
68404,0
68405,0
68406,0
68407,0
68408,0
68409,0
68410,0
68411,0
68412,0
68413,0
68414,0
68415,0
68416,0
68417,0
68418,0
68419,0
68420,0
68421,0
68422,0
68423,0
68424,0
68425,0
68426,0
68427,0
68428,0
68429,0
68430,0
68431,0
68432,0
68433,0
68434,0
68435,0
68436,0
68437,0
68438,0
68439,0
68440,0
68441,0
68442,0
68443,0
68444,0
68445,0
68446,0
68447,0
68448,0
68449,0
68450,0
68451,0
68452,0
68453,0
68454,0
68455,0
68456,0
68457,0
68458,0
68459,0
68460,0
68461,0
68462,0
68463,0
68464,0
68465,0
68466,0
68467,0
68468,0
68469,0
68470,0
68471,0
68472,0
68473,0
68474,0
68475,0
68476,0
68477,0
68478,0
68479,0
68480,0
68481,0
68482,0
68483,0
68484,0
68485,0
68486,0
68487,0
68488,0
68489,0
68490,0
68491,0
68492,0
68493,0
68494,0
68495,0
68496,0
68497,0
68498,0
68499,0
68500,0
68501,0
68502,0
68503,0
68504,0
68505,0
68506,0
68507,0
68508,0
68509,0
68510,0
68511,0
68512,0
68513,0
68514,0
68515,0
68516,0
68517,0
68518,0
68519,0
68520,0
68521,0
68522,0
68523,0
68524,0
68525,0
68526,0
68527,0
68528,0
68529,0
68530,0
68531,0
68532,0
68533,0
68534,0
68535,0
68536,0
68537,0
68538,0
68539,0
68540,0
68541,0
68542,0
68543,0
68544,0
68545,0
68546,0
68547,0
68548,0
68549,0
68550,0
68551,0
68552,0
68553,0
68554,0
68555,0
68556,0
68557,0
68558,0
68559,0
68560,0
68561,0
68562,0
68563,0
68564,0
68565,0
68566,0
68567,0
68568,0
68569,0
68570,0
68571,0
68572,0
68573,0
68574,0
68575,0
68576,0
68577,0
68578,0
68579,0
68580,0
68581,0
68582,0
68583,0
68584,0
68585,0
68586,0
68587,0
68588,0
68589,0
68590,0
68591,0
68592,0
68593,0
68594,0
68595,0
68596,0
68597,0
68598,0
68599,0
68600,0
68601,0
68602,0
68603,0
68604,0
68605,0
68606,0
68607,0
68608,0
68609,0
68610,0
68611,0
68612,0
68613,0
68614,0
68615,0
68616,0
68617,0
68618,0
68619,0
68620,0
68621,0
68622,0
68623,0
68624,0
68625,0
68626,0
68627,0
68628,0
68629,0
68630,0
68631,0
68632,0
68633,0
68634,0
68635,0
68636,0
68637,0
68638,0
68639,0
68640,0
68641,0
68642,0
68643,0
68644,0
68645,0
68646,0
68647,0
68648,0
68649,0
68650,0
68651,0
68652,0
68653,0
68654,0
68655,0
68656,0
68657,0
68658,0
68659,0
68660,0
68661,0
68662,0
68663,0
68664,0
68665,0
68666,0
68667,0
68668,0
68669,0
68670,0
68671,0
68672,0
68673,0
68674,0
68675,0
68676,0
68677,0
68678,0
68679,0
68680,0
68681,0
68682,0
68683,0
68684,0
68685,0
68686,0
68687,0
68688,0
68689,0
68690,0
68691,0
68692,0
68693,0
68694,0
68695,0
68696,0
68697,0
68698,0
68699,0
68700,0
68701,0
68702,0
68703,0
68704,0
68705,0
68706,0
68707,0
68708,0
68709,0
68710,0
68711,0
68712,0
68713,0
68714,0
68715,0
68716,0
68717,0
68718,0
68719,0
68720,0
68721,0
68722,0
68723,0
68724,0
68725,0
68726,0
68727,0
68728,0
68729,0
68730,0
68731,0
68732,0
68733,0
68734,0
68735,0
68736,0
68737,0
68738,0
68739,0
68740,0
68741,0
68742,0
68743,0
68744,0
68745,0
68746,0
68747,0
68748,0
68749,0
68750,0
68751,0
68752,0
68753,0
68754,0
68755,0
68756,0
68757,0
68758,0
68759,0
68760,0
68761,0
68762,0
68763,0
68764,0
68765,0
68766,0
68767,0
68768,0
68769,0
68770,0
68771,0
68772,0
68773,0
68774,0
68775,0
68776,0
68777,0
68778,0
68779,0
68780,0
68781,0
68782,0
68783,0
68784,0
68785,0
68786,0
68787,0
68788,0
68789,0
68790,0
68791,0
68792,0
68793,0
68794,0
68795,0
68796,0
68797,0
68798,0
68799,0
68800,0
68801,0
68802,0
68803,0
68804,0
68805,0
68806,0
68807,0
68808,0
68809,0
68810,0
68811,0
68812,0
68813,0
68814,0
68815,0
68816,0
68817,0
68818,0
68819,0
68820,0
68821,0
68822,0
68823,0
68824,0
68825,0
68826,0
68827,0
68828,0
68829,0
68830,0
68831,0
68832,0
68833,0
68834,0
68835,0
68836,0
68837,0
68838,0
68839,0
68840,0
68841,0
68842,0
68843,0
68844,0
68845,0
68846,0
68847,0
68848,0
68849,0
68850,0
68851,0
68852,0
68853,0
68854,0
68855,0
68856,0
68857,0
68858,0
68859,0
68860,0
68861,0
68862,0
68863,0
68864,0
68865,0
68866,0
68867,0
68868,0
68869,0
68870,0
68871,0
68872,0
68873,0
68874,0
68875,0
68876,0
68877,0
68878,0
68879,0
68880,0
68881,0
68882,0
68883,0
68884,0
68885,0
68886,0
68887,0
68888,0
68889,0
68890,0
68891,0
68892,0
68893,0
68894,0
68895,0
68896,0
68897,0
68898,0
68899,0
68900,0
68901,0
68902,0
68903,0
68904,0
68905,0
68906,0
68907,0
68908,0
68909,0
68910,0
68911,0
68912,0
68913,0
68914,0
68915,0
68916,0
68917,0
68918,0
68919,0
68920,0
68921,0
68922,0
68923,0
68924,0
68925,0
68926,0
68927,0
68928,0
68929,0
68930,0
68931,0
68932,0
68933,0
68934,0
68935,0
68936,0
68937,0
68938,0
68939,0
68940,0
68941,0
68942,0
68943,0
68944,0
68945,0
68946,0
68947,0
68948,0
68949,0
68950,0
68951,0
68952,0
68953,0
68954,0
68955,0
68956,0
68957,0
68958,0
68959,0
68960,0
68961,0
68962,0
68963,0
68964,0
68965,0
68966,0
68967,0
68968,0
68969,0
68970,0
68971,0
68972,0
68973,0
68974,0
68975,0
68976,0
68977,0
68978,0
68979,0
68980,0
68981,0
68982,0
68983,0
68984,0
68985,0
68986,0
68987,0
68988,0
68989,0
68990,0
68991,0
68992,0
68993,0
68994,0
68995,0
68996,0
68997,0
68998,0
68999,0
69000,0
69001,0
69002,0
69003,0
69004,0
69005,0
69006,0
69007,0
69008,0
69009,0
69010,0
69011,0
69012,0
69013,0
69014,0
69015,0
69016,0
69017,0
69018,0
69019,0
69020,0
69021,0
69022,0
69023,0
69024,0
69025,0
69026,0
69027,0
69028,0
69029,0
69030,0
69031,0
69032,0
69033,0
69034,0
69035,0
69036,0
69037,0
69038,0
69039,0
69040,0
69041,0
69042,0
69043,0
69044,0
69045,0
69046,0
69047,0
69048,0
69049,0
69050,0
69051,0
69052,0
69053,0
69054,0
69055,0
69056,0
69057,0
69058,0
69059,0
69060,0
69061,0
69062,0
69063,0
69064,0
69065,0
69066,0
69067,0
69068,0
69069,0
69070,0
69071,0
69072,0
69073,0
69074,0
69075,0
69076,0
69077,0
69078,0
69079,0
69080,0
69081,0
69082,0
69083,0
69084,0
69085,0
69086,0
69087,0
69088,0
69089,0
69090,0
69091,0
69092,0
69093,0
69094,0
69095,0
69096,0
69097,0
69098,0
69099,0
69100,0
69101,0
69102,0
69103,0
69104,0
69105,0
69106,0
69107,0
69108,0
69109,0
69110,0
69111,0
69112,0
69113,0
69114,0
69115,0
69116,0
69117,0
69118,0
69119,0
69120,0
69121,0
69122,0
69123,0
69124,0
69125,0
69126,0
69127,0
69128,0
69129,0
69130,0
69131,0
69132,0
69133,0
69134,0
69135,0
69136,0
69137,0
69138,0
69139,0
69140,0
69141,0
69142,0
69143,0
69144,0
69145,0
69146,0
69147,0
69148,0
69149,0
69150,0
69151,0
69152,0
69153,0
69154,0
69155,0
69156,0
69157,0
69158,0
69159,0
69160,0
69161,0
69162,0
69163,0
69164,0
69165,0
69166,0
69167,0
69168,0
69169,0
69170,0
69171,0
69172,0
69173,0
69174,0
69175,0
69176,0
69177,0
69178,0
69179,0
69180,0
69181,0
69182,0
69183,0
69184,0
69185,0
69186,0
69187,0
69188,0
69189,0
69190,0
69191,0
69192,0
69193,0
69194,0
69195,0
69196,0
69197,0
69198,0
69199,0
69200,0
69201,0
69202,0
69203,0
69204,0
69205,0
69206,0
69207,0
69208,0
69209,0
69210,0
69211,0
69212,0
69213,0
69214,0
69215,0
69216,0
69217,0
69218,0
69219,0
69220,0
69221,0
69222,0
69223,0
69224,0
69225,0
69226,0
69227,0
69228,0
69229,0
69230,0
69231,2
69232,2
69233,2
69234,2
69235,2
69236,0
69237,0
69238,0
69239,0
69240,0
69241,0
69242,0
69243,0
69244,0
69245,0
69246,0
69247,0
69248,0
69249,0
69250,0
69251,0
69252,0
69253,0
69254,0
69255,0
69256,0
69257,0
69258,0
69259,0
69260,0
69261,0
69262,0
69263,0
69264,0
69265,0
69266,0
69267,0
69268,0
69269,0
69270,0
69271,0
69272,2
69273,0
69274,0
69275,0
69276,0
69277,0
69278,0
69279,0
69280,0
69281,0
69282,0
69283,0
69284,0
69285,0
69286,0
69287,0
69288,0
69289,0
69290,0
69291,0
69292,0
69293,0
69294,0
69295,0
69296,0
69297,0
69298,0
69299,0
69300,0
69301,0
69302,0
69303,0
69304,0
69305,0
69306,0
69307,0
69308,0
69309,0
69310,0
69311,0
69312,0
69313,0
69314,0
69315,0
69316,0
69317,0
69318,3
69319,0
69320,0
69321,0
69322,0
69323,0
69324,0
69325,0
69326,0
69327,0
69328,0
69329,0
69330,0
69331,0
69332,0
69333,0
69334,0
69335,0
69336,0
69337,0
69338,0
69339,0
69340,0
69341,0
69342,0
69343,2
69344,0
69345,0
69346,0
69347,0
69348,2
69349,3
69350,0
69351,0
69352,0
69353,0
69354,0
69355,0
69356,0
69357,0
69358,0
69359,0
69360,0
69361,0
69362,0
69363,0
69364,0
69365,0
69366,0
69367,0
69368,0
69369,0
69370,0
69371,0
69372,0
69373,0
69374,0
69375,0
69376,0
69377,0
69378,0
69379,0
69380,0
69381,0
69382,0
69383,0
69384,0
69385,0
69386,0
69387,0
69388,0
69389,0
69390,0
69391,0
69392,0
69393,0
69394,0
69395,0
69396,0
69397,0
69398,0
69399,0
69400,0
69401,0
69402,0
69403,0
69404,0
69405,0
69406,0
69407,0
69408,0
69409,0
69410,0
69411,0
69412,0
69413,0
69414,0
69415,0
69416,0
69417,0
69418,0
69419,0
69420,0
69421,0
69422,0
69423,0
69424,0
69425,0
69426,0
69427,0
69428,0
69429,0
69430,0
69431,0
69432,0
69433,0
69434,0
69435,0
69436,0
69437,0
69438,0
69439,0
69440,0
69441,0
69442,0
69443,0
69444,0
69445,0
69446,0
69447,0
69448,0
69449,0
69450,0
69451,0
69452,0
69453,0
69454,0
69455,0
69456,0
69457,0
69458,0
69459,0
69460,0
69461,0
69462,0
69463,0
69464,0
69465,0
69466,0
69467,0
69468,0
69469,0
69470,0
69471,0
69472,0
69473,0
69474,0
69475,0
69476,0
69477,0
69478,0
69479,0
69480,0
69481,0
69482,0
69483,0
69484,0
69485,0
69486,0
69487,0
69488,0
69489,0
69490,0
69491,0
69492,0
69493,0
69494,0
69495,0
69496,0
69497,0
69498,0
69499,0
69500,0
69501,0
69502,0
69503,0
69504,0
69505,0
69506,0
69507,0
69508,0
69509,0
69510,0
69511,0
69512,0
69513,0
69514,0
69515,0
69516,0
69517,0
69518,0
69519,0
69520,0
69521,0
69522,0
69523,0
69524,0
69525,0
69526,0
69527,0
69528,0
69529,0
69530,0
69531,0
69532,0
69533,0
69534,0
69535,0
69536,0
69537,0
69538,0
69539,0
69540,0
69541,0
69542,0
69543,0
69544,0
69545,0
69546,0
69547,0
69548,0
69549,0
69550,0
69551,0
69552,0
69553,0
69554,0
69555,0
69556,0
69557,0
69558,0
69559,0
69560,0
69561,0
69562,0
69563,0
69564,0
69565,0
69566,0
69567,0
69568,0
69569,0
69570,0
69571,0
69572,0
69573,0
69574,0
69575,0
69576,0
69577,0
69578,0
69579,0
69580,0
69581,0
69582,0
69583,0
69584,0
69585,0
69586,0
69587,0
69588,0
69589,0
69590,0
69591,0
69592,0
69593,0
69594,0
69595,0
69596,0
69597,0
69598,0
69599,0
69600,0
69601,0
69602,0
69603,0
69604,0
69605,0
69606,0
69607,0
69608,0
69609,0
69610,0
69611,0
69612,0
69613,0
69614,0
69615,0
69616,0
69617,0
69618,0
69619,0
69620,0
69621,0
69622,0
69623,0
69624,0
69625,0
69626,0
69627,0
69628,0
69629,0
69630,0
69631,0
69632,0
69633,0
69634,0
69635,0
69636,0
69637,0
69638,0
69639,0
69640,0
69641,0
69642,0
69643,0
69644,0
69645,0
69646,0
69647,0
69648,0
69649,0
69650,0
69651,0
69652,0
69653,0
69654,0
69655,0
69656,0
69657,0
69658,0
69659,0
69660,0
69661,0
69662,0
69663,0
69664,0
69665,0
69666,0
69667,0
69668,0
69669,0
69670,0
69671,0
69672,0
69673,0
69674,0
69675,0
69676,0
69677,0
69678,0
69679,0
69680,0
69681,0
69682,0
69683,0
69684,0
69685,0
69686,0
69687,0
69688,0
69689,0
69690,0
69691,0
69692,0
69693,0
69694,0
69695,0
69696,0
69697,0
69698,0
69699,0
69700,0
69701,0
69702,0
69703,0
69704,0
69705,0
69706,0
69707,0
69708,0
69709,0
69710,0
69711,0
69712,0
69713,0
69714,0
69715,0
69716,0
69717,0
69718,0
69719,0
69720,0
69721,0
69722,0
69723,0
69724,0
69725,0
69726,0
69727,0
69728,0
69729,0
69730,0
69731,0
69732,0
69733,0
69734,0
69735,0
69736,0
69737,0
69738,0
69739,0
69740,0
69741,0
69742,0
69743,0
69744,0
69745,0
69746,0
69747,0
69748,0
69749,0
69750,0
69751,0
69752,0
69753,0
69754,0
69755,0
69756,0
69757,0
69758,0
69759,0
69760,0
69761,0
69762,0
69763,0
69764,0
69765,0
69766,0
69767,0
69768,0
69769,0
69770,0
69771,0
69772,0
69773,0
69774,0
69775,0
69776,0
69777,0
69778,0
69779,0
69780,0
69781,0
69782,0
69783,0
69784,0
69785,0
69786,0
69787,0
69788,0
69789,0
69790,0
69791,0
69792,0
69793,0
69794,0
69795,0
69796,0
69797,0
69798,0
69799,0
69800,0
69801,0
69802,0
69803,0
69804,0
69805,0
69806,0
69807,0
69808,0
69809,0
69810,0
69811,0
69812,0
69813,0
69814,0
69815,0
69816,0
69817,0
69818,0
69819,0
69820,0
69821,0
69822,0
69823,0
69824,0
69825,0
69826,0
69827,0
69828,0
69829,0
69830,0
69831,0
69832,0
69833,0
69834,0
69835,0
69836,0
69837,0
69838,0
69839,0
69840,0
69841,0
69842,0
69843,0
69844,0
69845,0
69846,0
69847,0
69848,0
69849,0
69850,0
69851,0
69852,0
69853,0
69854,0
69855,0
69856,0
69857,0
69858,0
69859,0
69860,0
69861,0
69862,0
69863,0
69864,0
69865,0
69866,0
69867,0
69868,0
69869,0
69870,0
69871,0
69872,0
69873,0
69874,0
69875,0
69876,0
69877,0
69878,0
69879,0
69880,0
69881,0
69882,0
69883,0
69884,0
69885,0
69886,0
69887,0
69888,0
69889,0
69890,0
69891,0
69892,0
69893,0
69894,0
69895,0
69896,0
69897,0
69898,0
69899,0
69900,0
69901,0
69902,0
69903,0
69904,0
69905,0
69906,0
69907,0
69908,0
69909,0
69910,0
69911,0
69912,0
69913,0
69914,0
69915,0
69916,0
69917,0
69918,0
69919,0
69920,0
69921,0
69922,0
69923,0
69924,0
69925,0
69926,0
69927,0
69928,0
69929,0
69930,0
69931,0
69932,0
69933,0
69934,0
69935,0
69936,0
69937,0
69938,0
69939,0
69940,0
69941,0
69942,0
69943,0
69944,0
69945,0
69946,0
69947,0
69948,0
69949,0
69950,0
69951,0
69952,0
69953,0
69954,0
69955,0
69956,0
69957,0
69958,0
69959,0
69960,0
69961,0
69962,0
69963,0
69964,0
69965,0
69966,0
69967,0
69968,0
69969,0
69970,0
69971,0
69972,0
69973,0
69974,0
69975,0
69976,0
69977,0
69978,0
69979,0
69980,0
69981,0
69982,0
69983,0
69984,0
69985,0
69986,0
69987,0
69988,0
69989,0
69990,0
69991,0
69992,0
69993,0
69994,0
69995,0
69996,0
69997,0
69998,0
69999,0
70000,0
70001,0
70002,0
70003,0
70004,0
70005,0
70006,0
70007,0
70008,0
70009,0
70010,0
70011,0
70012,0
70013,0
70014,0
70015,0
70016,0
70017,0
70018,0
70019,0
70020,0
70021,0
70022,0
70023,0
70024,0
70025,0
70026,0
70027,0
70028,0
70029,0
70030,0
70031,0
70032,0
70033,0
70034,0
70035,0
70036,0
70037,0
70038,0
70039,0
